

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Iraq",103,"Dependency ratio",4192,1987,60.83,"I","",""
"Iraq",103,"Dependency ratio",4192,1992,60.83,"I","",""
"Iraq",103,"Dependency ratio",4192,1997,60.83,"I","",""
"Iraq",103,"Dependency ratio",4192,2002,60.83,"I","",""
"Iraq",103,"Dependency ratio",4192,2007,60.83,"I","",""
"Iraq",103,"Dependency ratio",4192,2012,60.83,"I","",""
"Iraq",103,"Dependency ratio",4192,2017,60.83,"I","",""
"Iraq",103,"Total renewable water resources per capita",4190,1987,5516.0,"K","",""
"Iraq",103,"Total renewable water resources per capita",4190,1992,4868.0,"K","",""
"Iraq",103,"Total renewable water resources per capita",4190,1997,4178.0,"K","",""
"Iraq",103,"Total renewable water resources per capita",4190,2002,3603.0,"K","",""
"Iraq",103,"Total renewable water resources per capita",4190,2007,3165.0,"K","",""
"Iraq",103,"Total renewable water resources per capita",4190,2012,2742.0,"K","",""
"Iraq",103,"Total renewable water resources per capita",4190,2017,2348.0,"K","",""
"Iraq",103,"Interannual variability (WRI)",4541,2013,1.6,"E","",""
"Iraq",103,"Seasonal variability (WRI)",4542,2013,2.5,"E","",""
"Iraq",103,"Total dam capacity",4197,1985,151.8,"L","",""
"Iraq",103,"Total dam capacity",4197,1990,151.8,"L","",""
"Iraq",103,"Total dam capacity",4197,1995,151.8,"L","",""
"Iraq",103,"Total dam capacity",4197,2000,151.8,"L","",""
"Iraq",103,"Total dam capacity",4197,2005,151.8,"L","",""
"Iraq",103,"Total dam capacity",4197,2010,151.8,"L","",""
"Iraq",103,"Total dam capacity",4197,2015,151.8,"L","",""
"Iraq",103,"Dam capacity per capita",4471,1985,9319.0,"K","",""
"Iraq",103,"Dam capacity per capita",4471,1990,8224.0,"K","",""
"Iraq",103,"Dam capacity per capita",4471,1995,7058.0,"K","",""
"Iraq",103,"Dam capacity per capita",4471,2000,6087.0,"K","",""
"Iraq",103,"Dam capacity per capita",4471,2005,5347.0,"K","",""
"Iraq",103,"Dam capacity per capita",4471,2010,4631.0,"K","",""
"Iraq",103,"Dam capacity per capita",4471,2015,3966.0,"K","",""
"Iraq",103,"Agricultural water withdrawal",4250,1985,40.0,"","",""
"Iraq",103,"Agricultural water withdrawal",4250,1990,39.38,"","",""
"Iraq",103,"Agricultural water withdrawal",4250,1995,45.69,"I","",""
"Iraq",103,"Agricultural water withdrawal",4250,2000,52.0,"","",""
"Iraq",103,"Agricultural water withdrawal",4250,2016,35.27,"","",""
"Iraq",103,"Industrial water withdrawal",4252,1985,0.17,"","",""
"Iraq",103,"Industrial water withdrawal",4252,1990,2.14,"","",""
"Iraq",103,"Industrial water withdrawal",4252,1995,5.92,"I","",""
"Iraq",103,"Industrial water withdrawal",4252,2000,9.7,"","",""
"Iraq",103,"Industrial water withdrawal",4252,2016,2.05,"","",""
"Iraq",103,"Municipal water withdrawal",4251,1985,0.85,"","",""
"Iraq",103,"Municipal water withdrawal",4251,1990,1.28,"","",""
"Iraq",103,"Municipal water withdrawal",4251,1995,2.79,"I","",""
"Iraq",103,"Municipal water withdrawal",4251,2000,4.3,"","",""
"Iraq",103,"Municipal water withdrawal",4251,2016,1.23,"","",""
"Iraq",103,"Total water withdrawal",4253,1985,41.02,"","",""
"Iraq",103,"Total water withdrawal",4253,1990,42.8,"","",""
"Iraq",103,"Total water withdrawal",4253,1995,54.4,"I","",""
"Iraq",103,"Total water withdrawal",4253,2000,66.0,"","",""
"Iraq",103,"Total water withdrawal",4253,2016,38.55,"","",""
"Iraq",103,"Irrigation water requirement",4260,2010,15.02,"L","",""
"Iraq",103,"Agricultural water withdrawal as % of total water withdrawal",4254,1985,97.51,"","",""
"Iraq",103,"Agricultural water withdrawal as % of total water withdrawal",4254,1990,92.01,"","",""
"Iraq",103,"Agricultural water withdrawal as % of total water withdrawal",4254,1995,83.99,"I","",""
"Iraq",103,"Agricultural water withdrawal as % of total water withdrawal",4254,2000,78.79,"","",""
"Iraq",103,"Agricultural water withdrawal as % of total water withdrawal",4254,2016,91.49,"","",""
"Iraq",103,"Industrial water withdrawal as % of total water withdrawal",4256,1985,0.4144,"","",""
"Iraq",103,"Industrial water withdrawal as % of total water withdrawal",4256,1990,5.0,"","",""
"Iraq",103,"Industrial water withdrawal as % of total water withdrawal",4256,1995,10.88,"I","",""
"Iraq",103,"Industrial water withdrawal as % of total water withdrawal",4256,2000,14.7,"","",""
"Iraq",103,"Industrial water withdrawal as % of total water withdrawal",4256,2016,5.318,"","",""
"Iraq",103,"Municipal water withdrawal as % of total withdrawal",4255,1985,2.072,"","",""
"Iraq",103,"Municipal water withdrawal as % of total withdrawal",4255,1990,2.991,"","",""
"Iraq",103,"Municipal water withdrawal as % of total withdrawal",4255,1995,5.129,"I","",""
"Iraq",103,"Municipal water withdrawal as % of total withdrawal",4255,2000,6.515,"","",""
"Iraq",103,"Municipal water withdrawal as % of total withdrawal",4255,2016,3.191,"","",""
"Iraq",103,"Total water withdrawal per capita",4257,1985,2518.0,"K","",""
"Iraq",103,"Total water withdrawal per capita",4257,1990,2319.0,"K","",""
"Iraq",103,"Total water withdrawal per capita",4257,1995,2529.0,"K","",""
"Iraq",103,"Total water withdrawal per capita",4257,2000,2646.0,"K","",""
"Iraq",103,"Total water withdrawal per capita",4257,2016,1007.0,"K","",""
"Iraq",103,"Environmental Flow Requirements",4549,1987,18.66,"E","[25]",""
"Iraq",103,"Environmental Flow Requirements",4549,1992,18.66,"E","[26]",""
"Iraq",103,"Environmental Flow Requirements",4549,1997,18.66,"E","[27]",""
"Iraq",103,"Environmental Flow Requirements",4549,2002,18.66,"E","[28]",""
"Iraq",103,"Environmental Flow Requirements",4549,2007,18.66,"E","[29]",""
"Iraq",103,"Environmental Flow Requirements",4549,2012,18.66,"E","[30]",""
"Iraq",103,"Environmental Flow Requirements",4549,2017,18.66,"E","[31]",""
"Iraq",103,"Total freshwater withdrawal",4263,1985,41.02,"","",""
"Iraq",103,"Total freshwater withdrawal",4263,1990,42.8,"","",""
"Iraq",103,"Total freshwater withdrawal",4263,1995,54.39,"I","",""
"Iraq",103,"Total freshwater withdrawal",4263,2000,65.99,"I","",""
"Iraq",103,"Total freshwater withdrawal",4263,2016,38.54,"","",""
"Iraq",103,"Desalinated water produced",4264,1997,0.0074,"","[32]",""
"Iraq",103,"Desalinated water produced",4264,2000,0.0074,"I","",""
"Iraq",103,"Desalinated water produced",4264,2016,0.007,"","",""
"Iraq",103,"Direct use of treated municipal wastewater",4535,2012,0.005,"","",""
"Iraq",103,"Direct use of agricultural drainage water",4451,1997,0.0,"I","",""
"Iraq",103,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,45.65,"I","",""
"Iraq",103,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,47.63,"I","",""
"Iraq",103,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,60.53,"I","",""
"Iraq",103,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,73.44,"I","",""
"Iraq",103,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2016,42.89,"I","",""
"Iraq",103,"Agricultural water withdrawal as % of total renewable water resources",4273,1985,44.51,"I","",""
"Iraq",103,"Agricultural water withdrawal as % of total renewable water resources",4273,1990,43.82,"I","",""
"Iraq",103,"Agricultural water withdrawal as % of total renewable water resources",4273,1995,50.85,"I","",""
"Iraq",103,"Agricultural water withdrawal as % of total renewable water resources",4273,2000,57.87,"I","",""
"Iraq",103,"Agricultural water withdrawal as % of total renewable water resources",4273,2016,39.25,"I","",""
"Iraq",103,"SDG 6.4.2. Water Stress",4550,1985,57.61,"K","",""
"Iraq",103,"SDG 6.4.2. Water Stress",4550,1990,60.11,"K","",""
"Iraq",103,"SDG 6.4.2. Water Stress",4550,1995,76.39,"K","",""
"Iraq",103,"SDG 6.4.2. Water Stress",4550,2000,92.68,"K","",""
